RecordNo	q	a
263	Q5	MS Outlook
263	Q5	Google Authenticator
263	Q5	
263	Q5	Adblock Browser
264	Q5	
264	Q5	Concur
264	Q5	WebEx
267	Q5	
271	Q5	Citrix Secure Hub
273	Q5	Apple Mail
273	Q5	
275	Q5	Economic Udgift
275	Q5	TurboScan
277	Q5	
285	Q5	Apple Mail
285	Q5	Elevplan
285	Q5	Uddata+
286	Q5	
287	Q5	
288	Q5	MS Office Lens
288	Q5	
288	Q5	Skype for Business
301	Q5	
303	Q5	Myshop
303	Q5	MailChimp
303	Q5	Google Drive
303	Q5	Google Maps
305	Q5	
308	Q5	
312	Q5	
312	Q5	
314	Q5	
315	Q5	Acubiz
316	Q5	
317	Q5	
317	Q5	MS Word
323	Q5	
323	Q5	
324	Q5	DME
328	Q5	
329	Q5	
332	Q5	
333	Q5	
334	Q5	MS OneDrive
334	Q5	MS Office 365
334	Q5	Wordpress
336	Q5	
336	Q5	Skype for Business
336	Q5	Facebook Workplace
337	Q5	Apple Mail
337	Q5	Safari
339	Q5	
339	Q5	Facebook
339	Q5	Acubiz
339	Q5	WeTransfer
339	Q5	iMovie
340	Q5	
342	Q5	
344	Q5	
346	Q5	Apple Mail
351	Q5	
354	Q5	
355	Q5	
357	Q5	Skype
359	Q5	
363	Q5	
364	Q5	Apple Mail
364	Q5	
364	Q5	Slack
366	Q5	
367	Q5	
372	Q5	
376	Q5	Calculator
376	Q5	
376	Q5	MobilePay
376	Q5	
380	Q5	
380	Q5	Skype
381	Q5	IBM Verse
382	Q5	Google Mail
382	Q5	Google Calendar
382	Q5	Google Keep
385	Q5	
388	Q5	
391	Q5	
393	Q5	
399	Q5	
399	Q5	
408	Q5	SAS
408	Q5	MS Powerpoint
408	Q5	MS Excel
408	Q5	Dropbox
408	Q5	Skype
408	Q5	MS Word
408	Q5	
409	Q5	Google Chrome
410	Q5	Citrix
414	Q5	
419	Q5	
423	Q5	
427	Q5	Apple Notes
433	Q5	
437	Q5	
446	Q5	
447	Q5	
448	Q5	Intra
448	Q5	
450	Q5	
450	Q5	IntraNote
451	Q5	
456	Q5	
465	Q5	
469	Q5	
470	Q5	
472	Q5	
473	Q5	
475	Q5	Apple Mail
477	Q5	Google Maps
478	Q5	MS Word
479	Q5	
482	Q5	
486	Q5	
488	Q5	MS Outlook 365
489	Q5	
490	Q5	Superoffice
490	Q5	
492	Q5	
494	Q5	
495	Q5	
495	Q5	Adobe Flash
495	Q5	
495	Q5	
495	Q5	
498	Q5	
499	Q5	
509	Q5	DaluxFM
511	Q5	
513	Q5	
515	Q5	MS Office
517	Q5	Apple Mail
518	Q5	Ufattelig mange
519	Q5	Scannable
521	Q5	Calculator
522	Q5	
523	Q5	
536	Q5	MS Office 365
536	Q5	SalesForce
537	Q5	3kontakt
545	Q5	
554	Q5	Apple Mail
554	Q5	
560	Q5	
563	Q5	Acubiz
567	Q5	
572	Q5	
577	Q5	
577	Q5	
579	Q5	Sonatype Nexus
579	Q5	
579	Q5	Min Kørsel by KMD A/S
579	Q5	
581	Q5	
582	Q5	
583	Q5	
586	Q5	
594	Q5	
597	Q5	
597	Q5	Sonatype Nexus
597	Q5	
600	Q5	
607	Q5	SMS
607	Q5	Google Calendar
609	Q5	
612	Q5	
616	Q5	Telia Touchpoint
616	Q5	Boligsiden
616	Q5	Jyske Bank NetBank; Netbank
620	Q5	
620	Q5	
622	Q5	GoCreate
625	Q5	
627	Q5	
627	Q5	
628	Q5	
633	Q5	MS Word
634	Q5	
644	Q5	
645	Q5	
648	Q5	Camera
648	Q5	
650	Q5	
651	Q5	
653	Q5	
657	Q5	
659	Q5	
661	Q5	
662	Q5	
666	Q5	
666	Q5	MS Word
669	Q5	MS OneNote
669	Q5	
676	Q5	
676	Q5	
676	Q5	
676	Q5	Messages
676	Q5	Acubiz EMS
682	Q5	
683	Q5	MS Office 365
683	Q5	NetBank
690	Q5	
694	Q5	
696	Q5	
699	Q5	MS Word
699	Q5	MS Excel
699	Q5	
699	Q5	
703	Q5	Facebook Messenger
709	Q5	
714	Q5	
718	Q5	
720	Q5	
732	Q5	MS Excel 2016
732	Q5	MS Word 2016
732	Q5	
736	Q5	
738	Q5	
738	Q5	Safari
739	Q5	MS Office
739	Q5	WhatsApp
739	Q5	Facebook
739	Q5	LESSOR-Workforce
739	Q5	Atlassian Jive
739	Q5	WebEx
742	Q5	
744	Q5	
745	Q5	Apple Mail
745	Q5	
747	Q5	
749	Q5	Apple Mail
750	Q5	
761	Q5	
762	Q5	COWI COWI.app
762	Q5	Apple Mail
762	Q5	
762	Q5	Camera
763	Q5	
768	Q5	Renmobil
768	Q5	
780	Q5	
781	Q5	Sonatype Nexus
783	Q5	
787	Q5	
790	Q5	
795	Q5	
796	Q5	
803	Q5	
804	Q5	
806	Q5	
813	Q5	Uddata+
813	Q5	Google Chrome
813	Q5	
815	Q5	
816	Q5	
816	Q5	Google Mail
816	Q5	LinkedIn
816	Q5	Facebook
816	Q5	Google Keep
816	Q5	Twitter
816	Q5	Google Chrome
816	Q5	Adobe Creative Suite
817	Q5	ArcGIS
817	Q5	Emma
817	Q5	
828	Q5	
830	Q5	MS Office 365
832	Q5	
836	Q5	Apple Mail
836	Q5	
836	Q5	Messages
838	Q5	Sydbank
839	Q5	
841	Q5	Google Chrome
843	Q5	
851	Q5	Skype
858	Q5	Twitter
858	Q5	FlightRadar24
858	Q5	CPH Airports
858	Q5	Mention
858	Q5	Infomedia
858	Q5	
861	Q5	Apple Mail
863	Q5	Apple Mail
863	Q5	
863	Q5	
863	Q5	Safari
864	Q5	
864	Q5	Google Chrome
865	Q5	Citrix Secure Hub
865	Q5	Citrix Secure Hub
865	Q5	Apple Phone
865	Q5	Messages
867	Q5	
868	Q5	
869	Q5	
869	Q5	MS Office
869	Q5	
869	Q5	
869	Q5	SMS
870	Q5	Acubiz
870	Q5	Secure tracking
870	Q5	Apple Mail
870	Q5	Safari
870	Q5	
873	Q5	Postkasse
873	Q5	
873	Q5	Messages
873	Q5	Safari
875	Q5	
876	Q5	
877	Q5	
879	Q5	
879	Q5	
879	Q5	
880	Q5	
881	Q5	
883	Q5	
884	Q5	
884	Q5	
886	Q5	
886	Q5	Skype for Business
887	Q5	
888	Q5	
894	Q5	Viggo
899	Q5	
902	Q5	
902	Q5	
904	Q5	
913	Q5	
915	Q5	
927	Q5	
931	Q5	
932	Q5	
933	Q5	Apple Notes
935	Q5	
937	Q5	
938	Q5	
939	Q5	
943	Q5	Apple Pages
944	Q5	Apple Mail
947	Q5	Min Løn
953	Q5	
953	Q5	Atea OneApp
953	Q5	MS Authenticator
954	Q5	
957	Q5	
961	Q5	
965	Q5	
975	Q5	
977	Q5	
979	Q5	
987	Q5	Facebook
987	Q5	Instagram
987	Q5	https://www.fotor.com/
1010	Q5	WPD
1010	Q5	
1010	Q5	
1011	Q5	INFOBA
1011	Q5	Facebook
1011	Q5	
1035	Q5	
1041	Q5	MS Office 365
1042	Q5	
1052	Q5	
1054	Q5	
1057	Q5	Skype
1057	Q5	Apple Mail
1059	Q5	
1064	Q5	
1065	Q5	Stedets Intra
1066	Q5	
1068	Q5	
1074	Q5	MS Office Lens
1082	Q5	
1083	Q5	MS Office 365
1083	Q5	Twitter
1083	Q5	Safari
1083	Q5	
1090	Q5	
1093	Q5	
1094	Q5	
1098	Q5	
1098	Q5	
1098	Q5	Apple Mail
1100	Q5	Intercom
1100	Q5	Synology
1102	Q5	
1103	Q5	
1104	Q5	Safari
1104	Q5	
1104	Q5	
1106	Q5	
1107	Q5	
1108	Q5	
1110	Q5	
1115	Q5	Vivino
1115	Q5	
1116	Q5	
1117	Q5	A-calendar
1117	Q5	CHomP
1117	Q5	Google Chrome
1117	Q5	
1122	Q5	
1130	Q5	
1138	Q5	Google Drive
1139	Q5	
1144	Q5	
1145	Q5	
1147	Q5	
1147	Q5	Apple Mail
1150	Q5	Apple Mail
1155	Q5	
1155	Q5	LESSOR-Workforce
1155	Q5	Google Authenticator
1156	Q5	
1158	Q5	Apple Mail
1159	Q5	
1161	Q5	
1166	Q5	
1166	Q5	
1170	Q5	SecureHub
1171	Q5	
1172	Q5	
1174	Q5	Safari
1174	Q5	Apple Mail
1177	Q5	
1178	Q5	Apple Mail
1196	Q5	
1210	Q5	Continia Expense Management
1210	Q5	Apple Mail
1210	Q5	WhatsApp
1210	Q5	Marine Traffic
1217	Q5	
1221	Q5	
1222	Q5	
1223	Q5	Kahoot
1223	Q5	Whoop App
1223	Q5	Camera
1223	Q5	Dropbox
1223	Q5	MS OneDrive
1224	Q5	
1226	Q5	Tidsregistrering (Workday)
1227	Q5	
1227	Q5	
1235	Q5	
1235	Q5	
1235	Q5	MS Excel
1235	Q5	MS Word
1235	Q5	SAS
1235	Q5	
1238	Q5	
1238	Q5	Apple Mail
1243	Q5	
1245	Q5	Cura (Systematric); Tidlig opsporing plus (Symmetric)
1246	Q5	
1253	Q5	
1257	Q5	MS PowerBI
1262	Q5	Apple Notes
1263	Q5	ASP.net
1264	Q5	Apple Notes
1265	Q5	
1267	Q5	
1269	Q5	Renmobil
1271	Q5	
1275	Q5	
1280	Q5	mobilevapp
1282	Q5	
1291	Q5	Famly
1296	Q5	Apple Mail
1296	Q5	
1305	Q5	Apple Mail
1308	Q5	Apple Mail
1308	Q5	
1309	Q5	Apple Mail
1322	Q5	
1324	Q5	Sundhed Lægehåndbogen
1324	Q5	ProMedicin
1326	Q5	Apple Mail
1326	Q5	Google Contacts
1326	Q5	
1328	Q5	
1329	Q5	
1338	Q5	Google Maps
1339	Q5	bt.dk
1339	Q5	Instagram
1351	Q5	
1352	Q5	
1354	Q5	Apple Calendar
1354	Q5	Apple Mail
1354	Q5	Evernote
1354	Q5	Dropbox
1357	Q5	Sonatype Nexus
1358	Q5	Telavox Flow
1358	Q5	RSA Token
1362	Q5	
1363	Q5	WhatsApp
1363	Q5	MS PowerBI
1363	Q5	Workday
1363	Q5	Google Authenticator
1369	Q5	Patient app Århus UH
1375	Q5	
1376	Q5	
1376	Q5	
1380	Q5	Silkeborg Data
1382	Q5	MS Planner
1382	Q5	MS Teams
1382	Q5	
1382	Q5	
1382	Q5	LinkedIn
1382	Q5	Facebook
1382	Q5	Yammer
1382	Q5	TimeTracker
1384	Q5	
1389	Q5	Apple Mail
1389	Q5	MS OneDrive
1389	Q5	MS Office 365
1389	Q5	Safari
1395	Q5	Tolkdanmark
1401	Q5	MinTid
1401	Q5	
1403	Q5	
1403	Q5	
1405	Q5	Prizmo Go
1405	Q5	intoWords
1405	Q5	Citrix
1405	Q5	Messages
1405	Q5	Apple Mail
1405	Q5	Appinux
1405	Q5	Min Løn
1412	Q5	Instagram
1412	Q5	Apple Mail
1412	Q5	
1413	Q5	MobilePay
1414	Q5	
1416	Q5	
1424	Q5	
1425	Q5	
1430	Q5	
1434	Q5	Quik
1444	Q5	
1445	Q5	
1446	Q5	
1446	Q5	Google Mail
1454	Q5	Apple Mail
1456	Q5	Apple Mail
1456	Q5	
1460	Q5	Facebook
1460	Q5	Facebook Messenger
1464	Q5	
1465	Q5	Adobe Acrobat Reader
1465	Q5	Dropbox
1465	Q5	MS OneDrive
1465	Q5	MS Word
1465	Q5	MS Excel
1467	Q5	Apple Mail
1467	Q5	MobileIron
1470	Q5	
1481	Q5	Googles programmer
1484	Q5	
1487	Q5	Facebook
1491	Q5	
1492	Q5	Facebook
1492	Q5	Google Mail
1492	Q5	Instagram
1492	Q5	Google Docs
1492	Q5	WhatsApp
1493	Q5	
1496	Q5	
1497	Q5	
1498	Q5	
1508	Q5	
1508	Q5	
1514	Q5	
1520	Q5	
1520	Q5	Safari
1520	Q5	
1530	Q5	
1531	Q5	
1531	Q5	
1531	Q5	
1531	Q5	Danløn
1531	Q5	SalesForce
1536	Q5	
1545	Q5	
1552	Q5	
1556	Q5	MenuCard
1557	Q5	
1560	Q5	
1562	Q5	Fisk
1563	Q5	
1564	Q5	SMS
1568	Q5	MS Office 365
1568	Q5	Adobe Creative Suite
1568	Q5	
1568	Q5	Skype
1568	Q5	
1568	Q5	
1571	Q5	
1576	Q5	Sydbank
1576	Q5	MS Office
1576	Q5	SMS
1580	Q5	
1580	Q5	Whoop App
1586	Q5	MS Office
1601	Q5	
1605	Q5	MS Outlook; Adobe Acrobat
1605	Q5	Safari
1606	Q5	Skype
1609	Q5	
1612	Q5	Facebook
1615	Q5	
1626	Q5	
1628	Q5	
1632	Q5	Apple Mail
1633	Q5	
1637	Q5	
1642	Q5	Uno Mobil
1647	Q5	Opringning og Outlook
1653	Q5	Messages
1653	Q5	Apple Mail
1666	Q5	Apple Mail
1666	Q5	Apple Pages
1666	Q5	
1668	Q5	Timemap
1673	Q5	Instagram
1673	Q5	Facebook
1676	Q5	MS Office 365
1676	Q5	First Class
1677	Q5	Skype
1677	Q5	Apple Mail
1680	Q5	
1681	Q5	
1683	Q5	Apple Mail
1684	Q5	
1685	Q5	Skype for Business
1685	Q5	MS Office
1690	Q5	
1690	Q5	
1691	Q5	
1692	Q5	
1696	Q5	
1703	Q5	Google Chrome
1703	Q5	
1714	Q5	SMS
1714	Q5	
1723	Q5	Apple Mail
1732	Q5	Arkibas
1734	Q5	Ajour
1736	Q5	
1737	Q5	
1738	Q5	MS Office
1751	Q5	
1755	Q5	
1763	Q5	
1768	Q5	
1777	Q5	
1787	Q5	
1788	Q5	
1805	Q5	Safari
1805	Q5	
1806	Q5	
1806	Q5	
1810	Q5	
1813	Q5	Planday
1813	Q5	
1813	Q5	Intelecom
1816	Q5	
1824	Q5	
1824	Q5	
1824	Q5	Messages
1824	Q5	Bloomberg Finance
1824	Q5	Safari
1824	Q5	Apple Mail
1824	Q5	Apple Notes
1824	Q5	MobilePay
1824	Q5	Facebook
1824	Q5	Instagram
1830	Q5	Twitter
1830	Q5	
1830	Q5	
1831	Q5	SMS
1831	Q5	
1832	Q5	
1832	Q5	
1833	Q5	
1836	Q5	
1838	Q5	
1842	Q5	Apple Mail
1842	Q5	Google Contacts
1842	Q5	LinkedIn
1842	Q5	Moove
1850	Q5	
1851	Q5	
1858	Q5	
1861	Q5	
1863	Q5	
1865	Q5	
1866	Q5	Google Chrome
1871	Q5	
1873	Q5	LinkedIn
1873	Q5	Twitter
1881	Q5	
1884	Q5	Safari
1884	Q5	Facebook
1884	Q5	Twitter
1884	Q5	Instagram
1885	Q5	
1886	Q5	
1889	Q5	
1889	Q5	Basware
1890	Q5	
1890	Q5	
1890	Q5	
1894	Q5	
1899	Q5	MS Office
1899	Q5	
1900	Q5	Facebook
1900	Q5	
1911	Q5	
1912	Q5	
1914	Q5	
1918	Q5	
1922	Q5	
1926	Q5	Google Chrome
1929	Q5	
1934	Q5	Acubiz
1940	Q5	
1946	Q5	
1949	Q5	MS Office 365
1952	Q5	
1958	Q5	Sygdom.dk
1959	Q5	
1965	Q5	
1968	Q5	
1970	Q5	
1971	Q5	
1977	Q5	
1980	Q5	
1985	Q5	
1988	Q5	
1989	Q5	
1994	Q5	
1995	Q5	Apple Mail
1998	Q5	
1999	Q5	
1999	Q5	MS Excel
1999	Q5	MS Word
2004	Q5	MS Office
2023	Q5	
2023	Q5	
2025	Q5	Apple Mail
2032	Q5	
2042	Q5	
2072	Q5	
2077	Q5	
2078	Q5	Safari
2078	Q5	RB Digital
2079	Q5	
2086	Q5	
2086	Q5	MS Planner
2086	Q5	
2086	Q5	Camera
2086	Q5	Fartkontrol.nu
2086	Q5	byvejr
2086	Q5	Calculator
2086	Q5	
2086	Q5	QR Droid
2086	Q5	NCP Secure Entry Client (VPN)
2086	Q5	VNC
2086	Q5	
2088	Q5	
2093	Q5	MS Word
2095	Q5	
2110	Q5	
2117	Q5	
2122	Q5	zExpense (ZeBohn)
2122	Q5	
2122	Q5	Safari
2122	Q5	TVFolketinget (Folketinget)
2122	Q5	FritzGo (Folketinget)
2122	Q5	
2124	Q5	
2137	Q5	
2138	Q5	
2143	Q5	
2143	Q5	
2149	Q5	
2158	Q5	
2158	Q5	SMS
2159	Q5	Apple Mail
2161	Q5	Apple Mail
2172	Q5	
2177	Q5	
2180	Q5	
2190	Q5	Safari
2199	Q5	
2201	Q5	Apple Mail
2205	Q5	
2210	Q5	
2217	Q5	
2217	Q5	
2218	Q5	
2219	Q5	
2221	Q5	Google Mail; Jyske Bank NetBank; Netbank
2221	Q5	NetDania Børsinfo
2221	Q5	
2222	Q5	
2229	Q5	
2232	Q5	
2236	Q5	
2237	Q5	
2237	Q5	MS Office 365
2237	Q5	Slack
2237	Q5	
2241	Q5	
2241	Q5	
2244	Q5	
2254	Q5	
2260	Q5	
2262	Q5	
2264	Q5	
2265	Q5	
2272	Q5	
2272	Q5	SMS
2275	Q5	Apple Mail
2275	Q5	Apple Contacts
2275	Q5	Apple Calendar
2275	Q5	Apple Notes
2275	Q5	Apple Reminders
2275	Q5	
2275	Q5	
2276	Q5	
2284	Q5	
2285	Q5	
2285	Q5	KMD
2286	Q5	
2300	Q5	
2301	Q5	
2304	Q5	
2307	Q5	Kulhydrattælling (Carbohydrate Counter)
2307	Q5	diabetes
2307	Q5	
2312	Q5	SMS
2320	Q5	
2330	Q5	Myshop
2333	Q5	
2338	Q5	
2339	Q5	
2342	Q5	Webdyr
2342	Q5	Facebook Messenger
2348	Q5	
2356	Q5	Apple Mail
2356	Q5	Safari
2357	Q5	
2359	Q5	
2364	Q5	
2364	Q5	
2367	Q5	
2369	Q5	
2370	Q5	
2373	Q5	
2375	Q5	
2377	Q5	Safari
2377	Q5	Apple Mail
2377	Q5	
2379	Q5	Google Chrome
2379	Q5	Adobe Acrobat
2379	Q5	MS Powerpoint
2380	Q5	F
2380	Q5	
2380	Q5	F
2380	Q5	F
2381	Q5	
2382	Q5	
2384	Q5	Safari
2391	Q5	Swiwel
2391	Q5	
2395	Q5	
2407	Q5	
2407	Q5	
2407	Q5	Internet Explorer
2407	Q5	Safari
2407	Q5	
2412	Q5	
2419	Q5	Skype
2429	Q5	
2429	Q5	Deltaplan
2442	Q5	FaceTime
2442	Q5	
2442	Q5	Messages
2442	Q5	Apple Mail
2442	Q5	
2442	Q5	Safari
2442	Q5	BigNote Whiteboarding Software
2448	Q5	
2451	Q5	SBSYS
2453	Q5	
2465	Q5	
2467	Q5	
2471	Q5	
2474	Q5	
2481	Q5	Citrix
2482	Q5	
2504	Q5	
2514	Q5	
2516	Q5	BEKEY
2517	Q5	
2527	Q5	Sonatype Nexus
2527	Q5	pleje.net
2531	Q5	
2531	Q5	
2532	Q5	
2536	Q5	Cura
2540	Q5	
2541	Q5	
2542	Q5	
2544	Q5	
2557	Q5	
2558	Q5	
2566	Q5	
2566	Q5	Google Classroom
2566	Q5	Google Drive
2567	Q5	
2568	Q5	
2570	Q5	Eforsyning
2571	Q5	
2578	Q5	
2579	Q5	HR Manager
2581	Q5	Silkeborg Data
2581	Q5	Remind
2583	Q5	MS Excel
2586	Q5	
2588	Q5	
2597	Q5	
2599	Q5	
2609	Q5	
2613	Q5	
2613	Q5	Sonatype Nexus
2627	Q5	
2627	Q5	
2630	Q5	Apple Notes
2634	Q5	
2636	Q5	
2639	Q5	
2640	Q5	Apple Mail
2649	Q5	
2649	Q5	
2649	Q5	Google Mail
2650	Q5	MS Outlook
2653	Q5	
2659	Q5	
2659	Q5	
2661	Q5	
2663	Q5	
2665	Q5	Instagram
2665	Q5	Snapchat
2665	Q5	Facebook Messenger
2666	Q5	
2669	Q5	
2671	Q5	
2674	Q5	
2675	Q5	
2675	Q5	
2677	Q5	
2678	Q5	
2680	Q5	
2681	Q5	Google Authenticator
2685	Q5	Partner-ADD
2685	Q5	Google Analytics
2693	Q5	MS Office
2693	Q5	Apple Mail
2693	Q5	
2696	Q5	
2704	Q5	Citrix
2704	Q5	Facebook
2704	Q5	
2704	Q5	Carlog
2712	Q5	
2717	Q5	Apple Mail
2718	Q5	Safari
2721	Q5	
2724	Q5	Apple Mail
2725	Q5	Wunderlist
2725	Q5	Apple Mail
2727	Q5	
2728	Q5	
2730	Q5	
2732	Q5	Messages
2732	Q5	
2736	Q5	
2750	Q5	
2750	Q5	Apple Notes
2750	Q5	
2752	Q5	Calculator
2760	Q5	
2762	Q5	
2778	Q5	
2780	Q5	MS Office
2786	Q5	
2790	Q5	LinkSprinter Network Tester
2790	Q5	Camera
2795	Q5	
2796	Q5	
2815	Q5	
2824	Q5	
2835	Q5	Apple Mail
2835	Q5	SMS
2835	Q5	Facebook Messenger
2837	Q5	
2840	Q5	Google Mail
2850	Q5	Minuba
2850	Q5	
2852	Q5	Dinero
2852	Q5	Firmafon
2852	Q5	MS OneNote
2852	Q5	Google Mail
2856	Q5	
2857	Q5	
2859	Q5	
2859	Q5	
2859	Q5	Google Mail
2865	Q5	MS Word
2865	Q5	MS Excel
2865	Q5	
2874	Q5	Kommunal ansat
2875	Q5	Aarhus kommunes digitale intra
2875	Q5	
2878	Q5	
2880	Q5	
2881	Q5	
2884	Q5	
2889	Q5	Catalog
2889	Q5	
2895	Q5	
2896	Q5	
2897	Q5	
2900	Q5	Kahoot
2900	Q5	Google Calendar
2900	Q5	SkoleIntra
2907	Q5	Facebook
2907	Q5	Instagram
2907	Q5	SMS
2907	Q5	Camera
2907	Q5	MS Notepad
2912	Q5	MS Word
2914	Q5	Cura
2914	Q5	MinTid
2914	Q5	Min Løn
2917	Q5	Apple Notes
2917	Q5	Camera
2917	Q5	Messages
2917	Q5	LinkedIn
2917	Q5	
2928	Q5	
2930	Q5	
2930	Q5	
2930	Q5	
2930	Q5	
2932	Q5	
2932	Q5	
2934	Q5	
2936	Q5	MS Office 365
2936	Q5	MS Outlook 365
2936	Q5	SalesForce
2936	Q5	speedtest
2936	Q5	Google Chrome
2936	Q5	Safari
2936	Q5	fieldservice
2936	Q5	airtable
2936	Q5	
2939	Q5	
2945	Q5	Apple Phone
2949	Q5	Apple Camera
2949	Q5	iPhoto
2952	Q5	MS Teams
2952	Q5	Skype
2953	Q5	
2956	Q5	Apple Mail
2964	Q5	
2966	Q5	
2967	Q5	
2969	Q5	
2973	Q5	
2973	Q5	SMS
2977	Q5	
2978	Q5	
2980	Q5	
2992	Q5	
2993	Q5	
2994	Q5	Apple Phone
3e3	Q5	
3005	Q5	
3013	Q5	
3028	Q5	
3030	Q5	
3033	Q5	
3040	Q5	
3048	Q5	
3049	Q5	
3058	Q5	VSCO
3058	Q5	Snapsee
3058	Q5	Adobe Photoshop
3066	Q5	
3069	Q5	
3071	Q5	F2
3071	Q5	
3072	Q5	
3075	Q5	
3089	Q5	Tamigo
3091	Q5	
3094	Q5	
3095	Q5	
3096	Q5	
3098	Q5	
3100	Q5	Byggeweb
3106	Q5	
3109	Q5	
3112	Q5	Skema
3113	Q5	
3114	Q5	
3116	Q5	MobileIron
3116	Q5	MobileIron Apps@Work
3116	Q5	Acubiz
3118	Q5	
3125	Q5	
3131	Q5	
3134	Q5	
3137	Q5	
3140	Q5	Apple Mail
3143	Q5	MS Word 2016
3145	Q5	
3150	Q5	
3156	Q5	
3156	Q5	
3158	Q5	
3166	Q5	MS Office
3179	Q5	Apple Mail
3179	Q5	
3192	Q5	Eksterne
3193	Q5	
3194	Q5	
3195	Q5	
3202	Q5	
3203	Q5	
3203	Q5	SmartLøn
3203	Q5	SAS
3203	Q5	British Airways
3203	Q5	
3203	Q5	Geberit Campus
3207	Q5	
3211	Q5	
3212	Q5	
3213	Q5	
3219	Q5	
3222	Q5	Safari
3228	Q5	MINDBOX All-in-one Calculator Free
3228	Q5	Sigma-Aldrich Molarity Calculator
3228	Q5	New England Biolabs Inc. NEBtools
3228	Q5	MS Outlook
3232	Q5	
3235	Q5	
3244	Q5	
3247	Q5	
3252	Q5	Instagram
3252	Q5	Facebook
3252	Q5	
3254	Q5	
3259	Q5	
3263	Q5	Skype
3271	Q5	
3273	Q5	
3274	Q5	Workspace.com
3274	Q5	Skype
3276	Q5	Siri
3277	Q5	
3279	Q5	
3285	Q5	
3287	Q5	
3287	Q5	
3289	Q5	MobilePay; Danske Bank Netbank
3290	Q5	
3292	Q5	Sonatype Nexus
3292	Q5	Intervare
3298	Q5	Cura
3302	Q5	Tiny Scanner
3307	Q5	
3308	Q5	Lotus Notes
3310	Q5	
3310	Q5	
3314	Q5	DSN Sproghjælp
3314	Q5	Truede Ord
3314	Q5	politikens ordbog
3314	Q5	Kahoot
3314	Q5	
3314	Q5	Truth or Dare Kids
3314	Q5	Heads Up
3320	Q5	ProMedicin
3328	Q5	
3330	Q5	
3330	Q5	dr.dk
3330	Q5	Stofas WebTv
3330	Q5	
3335	Q5	
3336	Q5	Google Mail
3336	Q5	
3336	Q5	Google Docs
3336	Q5	Skype
3336	Q5	Google Chrome
3336	Q5	
3340	Q5	
3341	Q5	
3351	Q5	MinTid
3352	Q5	
3355	Q5	
3358	Q5	
3361	Q5	Safari
3362	Q5	
3364	Q5	
3374	Q5	
3379	Q5	
3387	Q5	Facebook
3405	Q5	Rejseplanen
3408	Q5	
3414	Q5	
3417	Q5	
3422	Q5	
3427	Q5	ProMedicin
3428	Q5	Google Play
3433	Q5	
3435	Q5	
3438	Q5	
3440	Q5	
3440	Q5	
3443	Q5	
3443	Q5	
3446	Q5	
3448	Q5	Google Mail
3448	Q5	Google Calendar
3448	Q5	
3458	Q5	
3458	Q5	Krak
3462	Q5	
3462	Q5	Adobe Acrobat Reader
3462	Q5	
3465	Q5	
3467	Q5	
3470	Q5	
3478	Q5	
3478	Q5	
3480	Q5	
3482	Q5	
3483	Q5	Skype
3494	Q5	
3499	Q5	E-learn
3499	Q5	
3499	Q5	
3505	Q5	
3514	Q5	
3516	Q5	
3517	Q5	ProMedicin
3518	Q5	
3522	Q5	WhatsApp
3522	Q5	Google Docs
3522	Q5	Apple Keynote
3522	Q5	Apple Pages
3523	Q5	Phoniro swapp nexus
3524	Q5	
3528	Q5	
3536	Q5	Instagram
3536	Q5	Facebook
3537	Q5	
3538	Q5	
3543	Q5	Facebook
3543	Q5	Facebook Messenger
3543	Q5	Google Maps
3559	Q5	
3564	Q5	
3572	Q5	
3574	Q5	
3575	Q5	F
3577	Q5	Google Chrome
3577	Q5	
3578	Q5	
3580	Q5	Google Chrome
3580	Q5	
3580	Q5	NetBank
3580	Q5	MobilePay
3587	Q5	
3593	Q5	MS Office
3593	Q5	Adobe Creative Suite
3597	Q5	
3599	Q5	Sundhedsplatformen
3600	Q5	
3601	Q5	
3602	Q5	
3602	Q5	Snapchat
3602	Q5	PostNord
3604	Q5	Pensionist
3611	Q5	
3612	Q5	
3613	Q5	
3620	Q5	
3621	Q5	
3622	Q5	
3632	Q5	Tizen
3633	Q5	
3637	Q5	
3644	Q5	Wunderlist
3648	Q5	SMS
3660	Q5	Google Chrome
3660	Q5	
3660	Q5	
3663	Q5	Whoop App
3667	Q5	Apple Mail
3667	Q5	
3668	Q5	Opkald og sms
3669	Q5	
3671	Q5	
3677	Q5	
3678	Q5	Flot
3679	Q5	
3679	Q5	
3680	Q5	
3684	Q5	
3690	Q5	Kahoot
3702	Q5	
3710	Q5	
3718	Q5	
3719	Q5	
3720	Q5	
3724	Q5	Facebook Messenger
3724	Q5	
3724	Q5	Adobe Scan
3724	Q5	Apple Notes
3724	Q5	Calculator
3724	Q5	
3724	Q5	Sundhedsplatformen
3724	Q5	Apple Reminders
3724	Q5	
3728	Q5	SAP
3731	Q5	Trello
3731	Q5	
3733	Q5	
3737	Q5	
3737	Q5	
3740	Q5	Dokumentation
3743	Q5	
3755	Q5	Upwork
3757	Q5	
3761	Q5	Facebook
3761	Q5	
3762	Q5	
3763	Q5	MS Calendar
3763	Q5	Apple Mail
3778	Q5	
3781	Q5	
3782	Q5	
3787	Q5	
3789	Q5	
3798	Q5	
3799	Q5	Facebook
3799	Q5	
3799	Q5	
3801	Q5	
3807	Q5	iTunes
